date,price
2025-03-07,43.05258560180664
2025-03-10,42.155452728271484
2025-03-11,41.831905364990234
2025-03-12,41.635807037353516
2025-03-13,41.60639572143555
2025-03-14,42.15055465698242
2025-03-17,42.68001174926758
2025-03-18,42.60647964477539
2025-03-19,42.74864196777344
2025-03-20,42.4790153503418
2025-03-21,42.057411193847656
2025-03-24,42.6273193359375
2025-03-25,42.61746597290039
2025-03-26,42.6962776184082
2025-03-27,42.676578521728516
2025-03-28,41.89338684082031
2025-03-31,42.351478576660156
2025-04-01,42.50910186767578
2025-04-02,42.858829498291016
2025-04-03,40.92301559448242
2025-04-04,38.36163330078125
2025-04-07,37.745914459228516
2025-04-08,36.583438873291016
2025-04-09,39.780242919921875
2025-04-10,38.509403228759766
2025-04-11,39.65217208862305
2025-04-14,40.12997055053711
2025-04-15,39.81472396850586
2025-04-16,39.50440216064453
2025-04-17,39.77531814575195
2025-04-21,39.16945266723633
2025-04-22,40.08563995361328
2025-04-23,40.1348991394043
2025-04-24,41.001827239990234
2025-04-25,40.69643020629883
2025-04-28,40.77031707763672
2025-04-29,41.11018753051758
2025-04-30,41.321998596191406
2025-05-01,41.13974380493164
2025-05-02,41.83427429199219
2025-05-05,41.523956298828125
2025-05-06,41.22348403930664
2025-05-07,40.99690246582031
2025-05-08,41.54365921020508
2025-05-09,41.65201950073242
2025-05-12,42.61746597290039
2025-05-13,42.40565490722656
2025-05-14,42.01652908325195
2025-05-15,42.445068359375
2025-05-16,42.87853240966797
2025-05-19,42.98689651489258
2025-05-20,42.91301345825195
2025-05-21,42.34162521362305
2025-05-22,42.29729461669922
2025-05-23,42.213558197021484
2025-05-27,42.952415466308594
2025-05-28,42.36625671386719
2025-05-29,42.52388381958008
2025-05-30,42.52880096435547
2025-06-02,42.7800178527832
2025-06-03,43.218406677246094
2025-06-04,43.38095474243164
2025-06-05,43.12481689453125
2025-06-06,43.23810958862305
2025-06-09,43.52873229980469
2025-06-10,43.79964065551758
2025-06-11,43.366180419921875
2025-06-12,43.548431396484375
2025-06-13,43.041080474853516
2025-06-16,43.40558624267578
2025-06-17,42.98197555541992
2025-06-18,42.858829498291016
2025-06-20,42.568206787109375
2025-06-23,43.04249954223633
2025-06-24,43.39896011352539
2025-06-25,42.98308563232422
2025-06-26,43.45836639404297
2025-06-27,43.51282501220703
2025-06-30,43.47321701049805
2025-07-01,44.5970573425293
2025-07-02,45.265419006347656
2025-07-03,45.2357177734375
2025-07-07,44.80004119873047
2025-07-08,45.166404724121094
2025-07-09,45.438697814941406
2025-07-10,45.6812858581543
2025-07-11,45.30997848510742
2025-07-14,45.0574836730957
2025-07-15,44.13167953491211
2025-07-16,44.25049591064453
2025-07-17,44.562400817871094
2025-07-18,44.66636657714844
2025-07-21,44.894107818603516
2025-07-22,45.512962341308594
2025-07-23,45.66643524169922
2025-07-24,45.196109771728516
2025-07-25,45.730796813964844
2025-07-28,45.067386627197266
2025-07-29,44.894107818603516
2025-07-30,43.98810577392578
2025-07-31,43.433616638183594
2025-08-01,42.93357849121094
2025-08-04,43.502925872802734
2025-08-05,43.80987548828125
2025-08-06,43.334598541259766
2025-08-07,43.52273178100586
2025-08-08,43.740562438964844
2025-08-11,43.64154815673828
2025-08-12,44.21089553833008
2025-08-13,45.042633056640625
2025-08-14,44.572303771972656
2025-08-15,44.572303771972656
2025-08-18,44.31486129760742
2025-08-19,44.58220672607422
2025-08-20,44.616859436035156
2025-08-21,44.75053405761719
2025-08-22,45.6367301940918
2025-08-25,45.384239196777344
2025-08-26,45.50801086425781
2025-08-27,45.62187957763672
2025-08-28,45.62187957763672
2025-08-29,45.68623733520508
2025-09-02,45.34463119506836
2025-09-03,45.037681579589844
2025-09-04,45.210960388183594
2025-09-05,45.52781295776367
2025-09-08,45.567420959472656
2025-09-09,44.82479476928711
2025-09-10,44.908958435058594
2025-09-11,45.84961700439453
2025-09-12,45.389190673828125
2025-09-15,45.022830963134766
2025-09-16,44.88420867919922
2025-09-17,44.98817443847656
2025-09-18,44.98817443847656
2025-09-19,44.9683723449707
2025-09-22,44.95295333862305
2025-09-23,44.80869674682617
2025-09-24,44.26152038574219
2025-09-25,43.68449783325195
2025-09-26,44.19187927246094
2025-09-29,44.36100769042969
2025-09-30,44.57987976074219
2025-10-01,44.11228942871094
2025-10-02,44.6246452331543
2025-10-03,44.69926071166992
2025-10-06,44.65946578979492
2025-10-07,44.48038864135742
2025-10-08,44.71915817260742
2025-10-09,44.10731506347656
2025-10-10,43.201988220214844
2025-10-13,43.88844680786133
2025-10-14,44.32618713378906
2025-10-15,44.12721252441406
2025-10-16,43.79890823364258
2025-10-17,43.7143440246582
2025-10-20,44.23664855957031
2025-10-21,44.06752014160156
2025-10-22,43.9332160949707
2025-10-23,44.46049118041992
2025-10-24,44.27644348144531
2025-10-27,44.25654602050781
2025-10-28,44.31623458862305
2025-10-29,43.44572830200195
2025-10-30,42.86373519897461
2025-10-31,42.61501693725586
2025-11-03,42.35137939453125
2025-11-04,42.142459869384766
2025-11-05,42.39117431640625
2025-11-06,42.182254791259766
2025-11-07,42.689632415771484
2025-11-10,43.092552185058594
2025-11-11,43.54024124145508
2025-11-12,43.84865188598633
2025-11-13,43.56013870239258
2025-11-14,43.162193298339844
2025-11-17,42.50558090209961
2025-11-18,42.540401458740234
2025-11-19,42.649837493896484
2025-11-20,42.013126373291016
2025-11-21,42.95327377319336
2025-11-24,43.03783416748047
2025-11-25,43.67952346801758
2025-11-26,44.21675109863281
2025-11-28,44.47044372558594
2025-12-01,44.36100769042969
2025-12-02,43.95808792114258
2025-12-03,44.26649475097656
2025-12-04,44.00783157348633
2025-12-05,43.86357498168945
2025-12-08,43.25670623779297
2025-12-09,43.16716766357422
2025-12-10,44.0128059387207
2025-12-11,44.888282775878906
2025-12-12,44.91813278198242
2025-12-15,44.888282775878906
2025-12-16,44.76890182495117
2025-12-17,44.957923889160156
2025-12-18,44.938026428222656
2025-12-19,45.137001037597656
2025-12-22,45.66999816894531
2025-12-23,45.75
2025-12-24,45.84000015258789
2025-12-26,46.11000061035156
2025-12-29,45.7400016784668
2025-12-30,45.72999954223633
2025-12-31,45.349998474121094
2026-01-02,46.119998931884766
2026-01-05,46.58000183105469
2026-01-06,47.5
2026-01-07,46.68000030517578
2026-01-08,47.5
2026-01-09,48.2599983215332
2026-01-12,48.52000045776367
2026-01-13,48.72999954223633
2026-01-14,48.75
2026-01-15,48.959999084472656
2026-01-16,48.68000030517578
2026-01-20,48.189998626708984
2026-01-21,49.2400016784668
2026-01-22,49.52000045776367
2026-01-23,49.970001220703125
2026-01-26,50.029998779296875
